# created by the command table.sample.coordUniq 
# coordUniq=87 (from the original coordAll=100) 
coordBestUnique
21,11,1,14,4,17,7,20,10,23,13,3,16,6,19,9,22,12,2,15,5,18,8
21,16,11,6,1,19,14,9,4,22,17,12,7,2,20,15,10,5,23,18,13,8,3
21,2,6,10,14,18,22,3,7,11,15,19,23,4,8,12,16,20,1,5,9,13,17
21,22,23,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
21,23,2,4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19
22,1,3,5,7,9,11,13,15,17,19,21,23,2,4,6,8,10,12,14,16,18,20
22,7,15,23,8,16,1,9,17,2,10,18,3,11,19,4,12,20,5,13,21,6,14
23,13,3,16,6,19,9,22,12,2,15,5,18,8,21,11,1,14,4,17,7,20,10
23,4,8,12,16,20,1,5,9,13,17,21,2,6,10,14,18,22,3,7,11,15,19
23,6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17
3,15,4,16,5,17,6,18,7,19,8,20,9,21,10,22,11,23,12,1,13,2,14
3,19,12,5,21,14,7,23,16,9,2,18,11,4,20,13,6,22,15,8,1,17,10
4,12,20,5,13,21,6,14,22,7,15,23,8,16,1,9,17,2,10,18,3,11,19
4,16,5,17,6,18,7,19,8,20,9,21,10,22,11,23,12,1,13,2,14,3,15
4,17,7,20,10,23,13,3,16,6,19,9,22,12,2,15,5,18,8,21,11,1,14
4,6,8,10,12,14,16,18,20,22,1,3,5,7,9,11,13,15,17,19,21,23,2
5,13,21,6,14,22,7,15,23,8,16,1,9,17,2,10,18,3,11,19,4,12,20
5,17,6,18,7,19,8,20,9,21,10,22,11,23,12,1,13,2,14,3,15,4,16
5,21,14,7,23,16,9,2,18,11,4,20,13,6,22,15,8,1,17,10,3,19,12
5,23,18,13,8,3,21,16,11,6,1,19,14,9,4,22,17,12,7,2,20,15,10
6,1,19,14,9,4,22,17,12,7,2,20,15,10,5,23,18,13,8,3,21,16,11
6,12,18,1,7,13,19,2,8,14,20,3,9,15,21,4,10,16,22,5,11,17,23
6,18,7,19,8,20,9,21,10,22,11,23,12,1,13,2,14,3,15,4,16,5,17
6,19,9,22,12,2,15,5,18,8,21,11,1,14,4,17,7,20,10,23,13,3,16
6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1,2,3,4,5
7,11,15,19,23,4,8,12,16,20,1,5,9,13,17,21,2,6,10,14,18,22,3
7,16,2,11,20,6,15,1,10,19,5,14,23,9,18,4,13,22,8,17,3,12,21
7,19,8,20,9,21,10,22,11,23,12,1,13,2,14,3,15,4,16,5,17,6,18
7,23,16,9,2,18,11,4,20,13,6,22,15,8,1,17,10,3,19,12,5,21,14
7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1,2,3,4,5,6
8,17,3,12,21,7,16,2,11,20,6,15,1,10,19,5,14,23,9,18,4,13,22
8,20,9,21,10,22,11,23,12,1,13,2,14,3,15,4,16,5,17,6,18,7,19
9,2,18,11,4,20,13,6,22,15,8,1,17,10,3,19,12,5,21,14,7,23,16
9,22,12,2,15,5,18,8,21,11,1,14,4,17,7,20,10,23,13,3,16,6,19
